//use: NPCid - x y plane (optional: MapAreaName canBeAttackFromOutOfArea?)
61 - 3211 9621 0 NORTHWEST
//RSBOT DUMPED - Sir Lancelot, 0
239 - 2758 3516 1 NORTHWEST
//RSBOT DUMPED - Sir Bedivere, 0
242 - 2764 3509 1 NORTHWEST
//RSBOT DUMPED - Sir Pelleas, 0
244 - 2765 3504 1 NORTHWEST
//RSBOT DUMPED - null, 0
213 - 2767 3499 1 NORTHWEST
//RSBOT DUMPED - Estate agent, 0
4247 - 2696 3464 0 NORTHWEST
//RSBOT DUMPED - Highwayman, 5
180 - 2696 3464 0 NORTHWEST
//RSBOT DUMPED - Unicorn, 15
89 - 2783 3463 0 NORTHWEST
//RSBOT DUMPED - Baby impling, 0
1028 - 2778 3436 0 NORTHWEST
//RSBOT DUMPED - Candle-maker, 0
562 - 2800 3438 0 NORTHWEST
//RSBOT DUMPED - Arhein, 0
563 - 2803 3430 0 NORTHWEST
//RSBOT DUMPED - Man, 2
1 - 2805 3428 0 NORTHWEST
//RSBOT DUMPED - Man, 2
1 - 2805 3431 0 NORTHWEST
//RSBOT DUMPED - Banker, 0
494 - 2807 3443 0 NORTHWEST
//RSBOT DUMPED - Banker, 0
495 - 2809 3443 0 NORTHWEST
//RSBOT DUMPED - Banker, 0
494 - 2810 3443 0 NORTHWEST
//RSBOT DUMPED - Banker, 0
495 - 2811 3443 0 NORTHWEST
//RSBOT DUMPED - Man, 2
3 - 2817 3439 0 NORTHWEST
//RSBOT DUMPED - Woman, 2
5 - 2819 3441 0 NORTHWEST
//RSBOT DUMPED - Trader Crewmember, 0
4653 - 2798 3415 0 NORTHWEST
//RSBOT DUMPED - Trader Crewmember, 0
4656 - 2796 3415 0 NORTHWEST
//RSBOT DUMPED - Hickton, 0
575 - 2821 3442 0 NORTHWEST
//RSBOT DUMPED - Caleb, 0
666 - 2821 3451 0 NORTHWEST
//RSBOT DUMPED - Harry, 0
576 - 2836 3447 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2842 3450 0 NORTHWEST
//RSBOT DUMPED - Vanessa, 0
2305 - 2821 3463 0 NORTHWEST
//RSBOT DUMPED - Tool leprechaun, 0
3021 - 2810 3466 0 NORTHWEST
//RSBOT DUMPED - Dantaera, 0
2324 - 2806 3464 0 NORTHWEST
//RSBOT DUMPED - Musician, 0
8705 - 2849 3439 0 NORTHWEST
//RSBOT DUMPED - Fisherman, 0
9676 - 2857 3432 0 NORTHWEST
//RSBOT DUMPED - Tool leprechaun, 0
3021 - 2859 3431 0 NORTHWEST
//RSBOT DUMPED - Ellena, 0
2331 - 2866 3428 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2872 3437 0 NORTHWEST
//RSBOT DUMPED - Banker, 0
14923 - 2873 3418 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2873 3449 0 NORTHWEST
//RSBOT DUMPED - Banker, 0
14925 - 2873 3416 0 NORTHWEST
//RSBOT DUMPED - Banker, 0
14924 - 2873 3417 0 NORTHWEST
//RSBOT DUMPED - Pompous Merchant, 0
14911 - 2879 3417 0 NORTHWEST
//RSBOT DUMPED - Pompous Merchant, 0
14911 - 2880 3440 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2868 3456 0 NORTHWEST
//RSBOT DUMPED - White wolf, 38
97 - 2847 3485 0 NORTHWEST
//RSBOT DUMPED - White wolf, 38
97 - 2847 3489 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2856 3490 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2861 3492 0 NORTHWEST
//RSBOT DUMPED - Wolf, 25
6047 - 2838 3494 0 NORTHWEST
//RSBOT DUMPED - Captain Bleemadge, 0
3810 - 2845 3499 0 NORTHWEST
//RSBOT DUMPED - Wolf, 25
6047 - 2845 3502 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2862 3505 0 NORTHWEST
//RSBOT DUMPED - Adolescent White wolf, 3
96 - 2856 3507 0 NORTHWEST
//RSBOT DUMPED - Big Wolf, 73
6046 - 2835 3509 0 NORTHWEST
//RSBOT DUMPED - White wolf, 38
97 - 2833 3511 0 NORTHWEST
//RSBOT DUMPED - null, 0
5997 - 2862 3511 0 NORTHWEST
//RSBOT DUMPED - White wolf, 38
97 - 2831 3506 0 NORTHWEST
//RSBOT DUMPED - White wolf, 38
97 - 2834 3514 0 NORTHWEST
//RSBOT DUMPED - Ice giant, 53
4686 - 2827 3512 0 NORTHWEST
//RSBOT DUMPED - Ice warrior, 57
125 - 2851 3514 0 NORTHWEST
//RSBOT DUMPED - Ice warrior, 57
125 - 2849 3515 0 NORTHWEST
//RSBOT DUMPED - Essence impling, 0
1032 - 2865 3504 0 NORTHWEST
//RSBOT DUMPED - Austri, 0
232 - 2879 3465 0 NORTHWEST
//RSBOT DUMPED - null, 0
14958 - 2884 3456 0 NORTHWEST
//RSBOT DUMPED - null, 0
14960 - 2884 3457 0 NORTHWEST
//RSBOT DUMPED - Farmer, 0
15002 - 2884 3462 0 NORTHWEST
//RSBOT DUMPED - null, 0
14959 - 2885 3455 0 NORTHWEST
//RSBOT DUMPED - Head Farmer Jones, 0
14860 - 2885 3475 0 NORTHWEST
//RSBOT DUMPED - null, 0
14957 - 2886 3455 0 NORTHWEST
//RSBOT DUMPED - Nails Newton, 0
15085 - 2881 3444 0 NORTHWEST
//RSBOT DUMPED - Farmer, 0
15001 - 2887 3465 0 NORTHWEST
//RSBOT DUMPED - Pompous Merchant, 0
14911 - 2883 3443 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15116 - 2888 3445 0 NORTHWEST
//RSBOT DUMPED - Burthorpe Refugee, 0
14913 - 2883 3440 0 NORTHWEST
//RSBOT DUMPED - Pompous Merchant, 0
14911 - 2883 3437 0 NORTHWEST
//RSBOT DUMPED - Scalectrix, 0
15055 - 2881 3430 0 NORTHWEST
//RSBOT DUMPED - Druidess, 0
15119 - 2878 3427 0 NORTHWEST
//RSBOT DUMPED - Foppish Pierre, 0
15086 - 2882 3423 0 NORTHWEST
//RSBOT DUMPED - Bettamax, 0
13106 - 2881 3423 0 NORTHWEST
//RSBOT DUMPED - Wilbur, 0
13107 - 2824 3384 0 NORTHWEST
//RSBOT DUMPED - Jatix, 0
587 - 2888 3415 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15117 - 2888 3428 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15022 - 2886 3412 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15027 - 2889 3412 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15026 - 2889 3419 0 NORTHWEST
//RSBOT DUMPED - Bernald, 0
2580 - 2889 3436 0 NORTHWEST
//RSBOT DUMPED - Bryll Thoksdottir, 0
14889 - 2874 3410 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15023 - 2891 3417 0 NORTHWEST
//RSBOT DUMPED - Shady Character, 0
15003 - 2890 3439 0 NORTHWEST
//RSBOT DUMPED - Druidess, 0
15120 - 2893 3423 0 NORTHWEST
//RSBOT DUMPED - Fremennik shipmaster, 0
14847 - 2867 3406 0 NORTHWEST
//RSBOT DUMPED - Farmer, 7
1758 - 2895 3403 0 NORTHWEST
//RSBOT DUMPED - Troll ranger commando, 2
14927 - 2881 3411 0 NORTHWEST
//RSBOT DUMPED - Wandering wyrmwood, 0
15108 - 2901 3399 0 NORTHWEST
//RSBOT DUMPED - Jacquelyn Manslaughter, 0
14868 - 2909 3423 0 NORTHWEST
//RSBOT DUMPED - Druidess, 0
15119 - 2910 3416 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14999 - 2911 3429 0 NORTHWEST
//RSBOT DUMPED - null, 0
8480 - 2911 3423 0 NORTHWEST
//RSBOT DUMPED - Sheep, 0
14910 - 2912 3426 0 NORTHWEST
//RSBOT DUMPED - Sheep, 0
14910 - 2912 3428 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14998 - 2915 3424 0 NORTHWEST
//RSBOT DUMPED - Sheep, 0
14909 - 2916 3429 0 NORTHWEST
//RSBOT DUMPED - Cow calf, 2
12364 - 2918 3428 0 NORTHWEST
//RSBOT DUMPED - Wandering wyrmwood, 0
15110 - 2901 3398 0 NORTHWEST
//RSBOT DUMPED - Tegid, 0
1213 - 2921 3419 0 NORTHWEST
//RSBOT DUMPED - The Lady of the Lake, 0
250 - 2925 3412 0 NORTHWEST
//RSBOT DUMPED - Sheep, 0
14908 - 2910 3427 0 NORTHWEST
//RSBOT DUMPED - Sheep, 0
14908 - 2916 3428 0 NORTHWEST
//RSBOT DUMPED - Alain, 0
2339 - 2925 3427 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14997 - 2918 3430 0 NORTHWEST
//RSBOT DUMPED - Sheep, 0
14909 - 2910 3431 0 NORTHWEST
//RSBOT DUMPED - Tool leprechaun, 0
3021 - 2926 3424 0 NORTHWEST
//RSBOT DUMPED - null, 0
5062 - 2927 3410 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15116 - 2927 3432 0 NORTHWEST
//RSBOT DUMPED - Druidess, 0
15119 - 2927 3435 0 NORTHWEST
//RSBOT DUMPED - Pet shop owner, 0
6893 - 2932 3431 0 NORTHWEST
//RSBOT DUMPED - Farmer, 7
7 - 2920 3434 0 NORTHWEST
//RSBOT DUMPED - Troll mage commando, 2
14928 - 2911 3435 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15115 - 2864 3368 0 NORTHWEST
//RSBOT DUMPED - Sanfew, 0
454 - 2915 3440 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15115 - 2928 3441 0 NORTHWEST
//RSBOT DUMPED - Troll ranger commando, 2
14927 - 2933 3443 0 NORTHWEST
//RSBOT DUMPED - null, 0
15056 - 2921 3445 0 NORTHWEST
//RSBOT DUMPED - Pikkupstix, 0
6988 - 2929 3448 0 NORTHWEST
//RSBOT DUMPED - Ivy Sophista, 0
8417 - 2918 3450 0 NORTHWEST
//RSBOT DUMPED - Magestix, 0
14866 - 2931 3449 0 NORTHWEST
//RSBOT DUMPED - Merchant, 0
15013 - 2920 3456 0 NORTHWEST
//RSBOT DUMPED - Merchant, 0
15012 - 2925 3457 0 NORTHWEST
//RSBOT DUMPED - Guard, 5
14920 - 2922 3456 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15116 - 2936 3440 0 NORTHWEST
//RSBOT DUMPED - Woman, 0
15039 - 2921 3458 0 NORTHWEST
//RSBOT DUMPED - Master Farmer, 0
2234 - 2923 3459 0 NORTHWEST
//RSBOT DUMPED - Fred Binder, 0
14912 - 2919 3460 0 NORTHWEST
//RSBOT DUMPED - null, 0
14977 - 2915 3461 0 NORTHWEST
//RSBOT DUMPED - Fishing spot, 0
14907 - 2912 3461 0 NORTHWEST
//RSBOT DUMPED - Troll commando, 2
14926 - 2937 3433 0 NORTHWEST
//RSBOT DUMPED - Troll mage commando, 2
14928 - 2937 3449 0 NORTHWEST
//RSBOT DUMPED - Fishing spot, 0
14907 - 2912 3462 0 NORTHWEST
//RSBOT DUMPED - Merchant, 0
15011 - 2922 3462 0 NORTHWEST
//RSBOT DUMPED - Fishing spot, 0
14907 - 2912 3463 0 NORTHWEST
//RSBOT DUMPED - Man, 0
15038 - 2923 3463 0 NORTHWEST
//RSBOT DUMPED - Man, 0
15036 - 2926 3463 0 NORTHWEST
//RSBOT DUMPED - null, 0
14973 - 2908 3464 0 NORTHWEST
//RSBOT DUMPED - Woman, 0
15040 - 2924 3464 0 NORTHWEST
//RSBOT DUMPED - null, 0
14975 - 2913 3465 0 NORTHWEST
//RSBOT DUMPED - Man, 0
15037 - 2920 3466 0 NORTHWEST
//RSBOT DUMPED - Pompous Merchant, 0
14911 - 2923 3468 0 NORTHWEST
//RSBOT DUMPED - Chicken, 1
15051 - 2920 3468 0 NORTHWEST
//RSBOT DUMPED - null, 0
14944 - 2929 3468 0 NORTHWEST
//RSBOT DUMPED - null, 0
14939 - 2924 3469 0 NORTHWEST
//RSBOT DUMPED - Chicken, 1
15054 - 2922 3469 0 NORTHWEST
//RSBOT DUMPED - Chicken, 1
15054 - 2916 3470 0 NORTHWEST
//RSBOT DUMPED - null, 0
15009 - 2932 3470 0 NORTHWEST
//RSBOT DUMPED - null, 0
15006 - 2936 3470 0 NORTHWEST
//RSBOT DUMPED - Will Oakfeller, 0
14885 - 2872 3408 0 NORTHWEST
//RSBOT DUMPED - Pompous Merchant, 0
14911 - 2915 3472 0 NORTHWEST
//RSBOT DUMPED - null, 0
14942 - 2923 3472 0 NORTHWEST
//RSBOT DUMPED - Alison Elmshaper, 0
14858 - 2917 3474 0 NORTHWEST
//RSBOT DUMPED - Chicken, 1
15052 - 2919 3475 0 NORTHWEST
//RSBOT DUMPED - null, 0
14937 - 2927 3475 0 NORTHWEST
//RSBOT DUMPED - Marcus Everburn, 0
14883 - 2925 3477 0 NORTHWEST
//RSBOT DUMPED - Chicken, 1
15051 - 2916 3479 0 NORTHWEST
//RSBOT DUMPED - Pompous Merchant, 0
14911 - 2930 3479 0 NORTHWEST
//RSBOT DUMPED - Chicken, 1
15053 - 2921 3480 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2907 3481 0 NORTHWEST
//RSBOT DUMPED - Ayleth Beaststalker, 0
14864 - 2907 3485 0 NORTHWEST
//RSBOT DUMPED - Herbalist, 0
15014 - 2929 3485 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2918 3485 0 NORTHWEST
//RSBOT DUMPED - Herbalist, 0
15015 - 2918 3487 0 NORTHWEST
//RSBOT DUMPED - Poletax, 0
14854 - 2925 3488 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2907 3484 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2919 3490 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2920 3489 0 NORTHWEST
//RSBOT DUMPED - Rabbit, 2
1192 - 2936 3491 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2908 3491 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2910 3497 0 NORTHWEST
//RSBOT DUMPED - Rabbit, 2
1192 - 2927 3498 0 NORTHWEST
//RSBOT DUMPED - Priest, 0
15048 - 2928 3499 0 NORTHWEST
//RSBOT DUMPED - Druidess, 0
15119 - 2910 3500 0 NORTHWEST
//RSBOT DUMPED - null, 0
5070 - 2912 3480 0 NORTHWEST
//RSBOT DUMPED - Chaplain Sarah, 0
14887 - 2923 3501 0 NORTHWEST
//RSBOT DUMPED - Priest, 0
15049 - 2924 3500 0 NORTHWEST
//RSBOT DUMPED - Young impling, 0
1029 - 2920 3499 0 NORTHWEST
//RSBOT DUMPED - Priest, 0
15049 - 2928 3500 0 NORTHWEST
//RSBOT DUMPED - Rabbit, 2
1192 - 2937 3501 0 NORTHWEST
//RSBOT DUMPED - Kaqemeex, 0
455 - 2910 3502 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15117 - 2913 3502 0 NORTHWEST
//RSBOT DUMPED - Priest, 0
15048 - 2926 3502 0 NORTHWEST
//RSBOT DUMPED - Priest, 0
15049 - 2928 3502 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15115 - 2905 3495 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2905 3491 0 NORTHWEST
//RSBOT DUMPED - Druidess, 0
15118 - 2904 3504 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15030 - 2920 3506 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15026 - 2922 3506 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2904 3491 0 NORTHWEST
//RSBOT DUMPED - Druid, 0
15116 - 2904 3499 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15028 - 2925 3512 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15030 - 2926 3512 0 NORTHWEST
//RSBOT DUMPED - Troll ranger commando, 2
14927 - 2934 3508 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15028 - 2933 3512 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15024 - 2934 3512 0 NORTHWEST
//RSBOT DUMPED - Achietties, 0
796 - 2918 3513 0 NORTHWEST
//RSBOT DUMPED - Nurse, 0
15017 - 2926 3516 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15031 - 2928 3516 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15023 - 2930 3516 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15029 - 2932 3516 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15022 - 2922 3517 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15023 - 2935 3512 0 NORTHWEST
//RSBOT DUMPED - Soldier, 0
15035 - 2910 3522 0 NORTHWEST
//RSBOT DUMPED - Soldier, 0
15035 - 2913 3522 0 NORTHWEST
//RSBOT DUMPED - Soldier, 0
15034 - 2909 3523 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2919 3523 0 NORTHWEST
//RSBOT DUMPED - Soldier, 0
15035 - 2912 3525 0 NORTHWEST
//RSBOT DUMPED - Soldier, 0
15034 - 2912 3526 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15023 - 2905 3530 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15029 - 2916 3530 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15028 - 2918 3530 0 NORTHWEST
//RSBOT DUMPED - Ceolburg, 4
1089 - 2919 3529 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2921 3531 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2900 3524 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2920 3532 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15024 - 2904 3533 0 NORTHWEST
//RSBOT DUMPED - Commander Denulth, 0
1060 - 2911 3534 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2899 3510 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2898 3510 0 NORTHWEST
//RSBOT DUMPED - Guard, 0
1076 - 2897 3523 0 NORTHWEST
//RSBOT DUMPED - null, 0
14994 - 2894 3529 0 NORTHWEST
//RSBOT DUMPED - Troll commando, 2
14926 - 2908 3520 0 NORTHWEST
//RSBOT DUMPED - null, 0
14969 - 2892 3507 0 NORTHWEST
//RSBOT DUMPED - Corporal Boothe, 0
14921 - 2892 3532 0 NORTHWEST
//RSBOT DUMPED - Martin Steelweaver, 0
14874 - 2890 3506 0 NORTHWEST
//RSBOT DUMPED - null, 0
14970 - 2889 3523 0 NORTHWEST
//RSBOT DUMPED - Troll mage commando, 2
14928 - 2887 3512 0 NORTHWEST
//RSBOT DUMPED - Troll ranger commando, 2
14927 - 2887 3517 0 NORTHWEST
//RSBOT DUMPED - Major Nigel Corothers, 0
14850 - 2886 3530 0 NORTHWEST
//RSBOT DUMPED - Troll commando, 2
14926 - 2884 3516 0 NORTHWEST
//RSBOT DUMPED - Jack Oval, 0 NORTHWEST
14877 - 2887 3501 0 NORTHWEST
//RSBOT DUMPED - Crimson swift, 0
5073 - 2901 3502 0 NORTHWEST
//RSBOT DUMPED - Tobias Bronzearms, 0
14870 - 2881 3504 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14997 - 2886 3494 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14998 - 2884 3494 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14999 - 2888 3490 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14999 - 2883 3489 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14997 - 2888 3486 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14997 - 2889 3485 0 NORTHWEST
//RSBOT DUMPED - Cow, 2
14998 - 2887 3480 0 NORTHWEST
//RSBOT DUMPED - Nicholas Angle, 0
14879 - 2901 3472 0 NORTHWEST
//RSBOT DUMPED - Fishing spot, 0
14907 - 2901 3469 0 NORTHWEST
//RSBOT DUMPED - null, 0
14954 - 2890 3458 0 NORTHWEST
//RSBOT DUMPED - Builder, 0
15043 - 2900 3455 0 NORTHWEST
//RSBOT DUMPED - Alfred Stonemason, 0
14862 - 2894 3453 0 NORTHWEST
//RSBOT DUMPED - Builder, 0
15041 - 2898 3454 0 NORTHWEST
//RSBOT DUMPED - Builder, 0
15042 - 2899 3453 0 NORTHWEST
//RSBOT DUMPED - null, 0
5070 - 2911 3480 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2901 3540 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15029 - 2907 3542 0 NORTHWEST
//RSBOT DUMPED - Wounded Soldier, 0
15033 - 2911 3542 0 NORTHWEST
//RSBOT DUMPED - null, 0
8266 - 2879 3541 0 NORTHWEST
//RSBOT DUMPED - null, 0
8492 - 2878 3543 0 NORTHWEST
//RSBOT DUMPED - null, 0
70 - 2868 3543 0 NORTHWEST
//RSBOT DUMPED - null, 0
8267 - 2868 3541 0 NORTHWEST
//RSBOT DUMPED - Wall guard, 0
13696 - 2872 3553 0 NORTHWEST
//RSBOT DUMPED - Shanomi, 0
4290 - 2855 3536 0 NORTHWEST
//RSBOT DUMPED - Ajjat, 0
4288 - 2851 3550 0 NORTHWEST
//RSBOT DUMPED - Lilly, 0
4294 - 2847 3548 0 NORTHWEST
//RSBOT DUMPED - Jade, 0
4296 - 2841 3538 0 NORTHWEST
//RSBOT DUMPED - Lidio, 0
4293 - 2841 3545 0 NORTHWEST
//RSBOT DUMPED - Gamfred, 0
4287 - 2840 3536 1 NORTHWEST
//RSBOT DUMPED - Anton, 0
4295 - 2855 3531 1 NORTHWEST
//RSBOT DUMPED - null, 0
8269 - 2855 3549 1 NORTHWEST
//RSBOT DUMPED - Ref, 0
4300 - 2865 3540 1 NORTHWEST
//RSBOT DUMPED - Jimmy, 0
4298 - 2870 3537 1 NORTHWEST
//RSBOT DUMPED - Kamfreena, 0
4289 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 76
6081 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 56
6080 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 76
4292 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 56
6078 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 56
4291 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 76
6079 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 76
4292 - 2792 3488 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 56
4291 - 2857 3539 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 56
4291 - 2850 3550 2 NORTHWEST
//RSBOT DUMPED - Cyclops, 56
6078 - 2858 3549 2 NORTHWEST
//RSBOT DUMPED - null, 0
7409 - 2862 3536 0 NORTHWEST
//RSBOT DUMPED - Guard, 0
1076 - 2897 3554 0 NORTHWEST
//RSBOT DUMPED - Guard, 0
1077 - 2899 3555 0 NORTHWEST
//RSBOT DUMPED - Breoca, 5
1084 - 2915 3549 0 NORTHWEST
//RSBOT DUMPED - Hygd, 4
1088 - 2918 3545 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2922 3530 0 NORTHWEST
//RSBOT DUMPED - null, 0
13935 - 2905 3515 1 NORTHWEST
//RSBOT DUMPED - null, 0
3479 - 2906 3514 1 NORTHWEST
//RSBOT DUMPED - null, 0
13950 - 2906 3517 1 NORTHWEST
//RSBOT DUMPED - null, 0
9698 - 2907 3516 1 NORTHWEST
//RSBOT DUMPED - null, 0
13965 - 2907 3517 1 NORTHWEST
//RSBOT DUMPED - Helemos, 0
797 - 2911 3515 1 NORTHWEST
//RSBOT DUMPED - null, 0
15272 - 2933 3544 0 NORTHWEST
//RSBOT DUMPED - Drill Sergeant Hartman, 0
14852 - 2919 3549 0 NORTHWEST
//RSBOT DUMPED - Tam McGrubor, 0
14414 - 2926 3549 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2923 3549 0 NORTHWEST
//RSBOT DUMPED - Patrolling Guards, 0
15018 - 2924 3549 0 NORTHWEST
//RSBOT DUMPED - Carwen Essencebinder, 0
14872 - 2929 3554 0 NORTHWEST
//RSBOT DUMPED - Apprentice Clara, 0
14906 - 2929 3555 0 NORTHWEST
//RSBOT DUMPED - Ocga, 5
1085 - 2922 3556 0 NORTHWEST
//RSBOT DUMPED - Xuan, 0
13727 - 2928 3560 0 NORTHWEST
//RSBOT DUMPED - Penda, 5
1087 - 2872 3488 0 NORTHWEST
//RSBOT DUMPED - Hild, 0
1090 - 2927 3569 0 NORTHWEST
//RSBOT DUMPED - null, 0
2654 - 2909 3571 0 NORTHWEST
//RSBOT DUMPED - Gaius, 0
586 - 2924 3572 0 NORTHWEST
//RSBOT DUMPED - Dunstan, 0
1082 - 2919 3576 0 NORTHWEST
//RSBOT DUMPED - null, 0
8073 - 2942 3559 0 NORTHWEST
//RSBOT DUMPED - Guard, 0
